stage,match_date,team_a,team_b,team_a_score,team_b_score,competition,id
Finals Joe Barry Cup,2018-01-14,Grand Champions , La Indiana,8 , 9,55,2371
Finals Joe Barry Cup,2018-01-15,Modere , Postage Stamp Farm,13 , 12,55,2372
Finals Joe Barry Cup,2018-01-15,Colorado , Goose Creek,12 , 10,55,2373
Finals Joe Barry Cup,2018-01-17,Coca Cola , Pilot,7 , 6,55,2374
Finals Joe Barry Cup,2018-01-17,Travieso , La Indiana,12 , 13,55,2375
Finals Joe Barry Cup,2018-01-18,Goose Creek , Postage Stamp Farm,12 , 7,55,2376
Finals Joe Barry Cup,2018-01-21,Postage Stamp Farm , Colorado,13 , 11,55,2377
Finals Joe Barry Cup,2018-01-21,Travieso , Tonkawa,12 , 13,55,2378
Finals Joe Barry Cup,2018-01-21,Grand Champions , Pilot,12 , 15,55,2379
Finals Joe Barry Cup,2018-01-21,Modere , Goose Creek,12 , 11,55,2380
Finals Joe Barry Cup,2018-01-21,Coca Cola , SD Farms,11 , 6,55,2381
Finals Joe Barry Cup,2018-01-24,Modere , Coca Cola,10 , 6,55,2382
Finals Joe Barry Cup,2018-01-24,Tonkawa , La Indiana,17 , 9,55,2383
Finals Joe Barry Cup,2018-01-25,Postage Stamp Farm , Pilot,10 , 12,55,2384
Finals Joe Barry Cup,2018-01-25,Travieso , Goose Creek,11 , 14,55,2385
Finals Joe Barry Cup,2018-01-28,Pilot , Goose Creek,12 , 9,55,2386
Finals Joe Barry Cup,2018-01-28,Modere , Tonkawa,9 , 12,55,2387
