stage,match_date,team_a,team_b,team_a_score,team_b_score,competition,id
Qualifications,2018-07-25,Antelope , Dark Ice,11 , 10,23,746
Qualifications,2018-07-26,Marquard Media , Las Plantas,12 , 8.5,23,747
Qualifications,2018-07-27,Marquard Media , Dark Ice,8 , 7.5,23,748
Qualifications,2018-07-27,Chateau D’Aulne , Las Plantas,11 , 7.5,23,749
Qualifications,2018-07-28,Chateau D’Aulne , Las Plantas,0,0,23,750
Qualifications,2018-07-29,Antelope , Marquard Media,7 , 8,23,751
Final,2018-07-19,Antelope , Chateau D’Aulne,11 , 8,23,752
Final,2018-07-20,Dark Ice , Las Plantas,12 , 11.5,23,753
Final,2018-07-21,Marquard Media , Antelope,10 , 11,23,754
Final,2018-07-22,Chateau D’Aulne , Dark Ice,11 , 7,23,755
Final,2018-07-23,Antelope , Las Plantas,8 , 8.5,23,756
Final,2018-07-24,Marquard Media , Chateau D’Aulne,11.5 , 6,23,757
Final,2018-07-25,Antelope , Dark Ice,11 , 10,23,758
Final,2018-07-26,Marquard Media , Las Plantas,12 , 8.5,23,759
Final,2018-07-27,Marquard Media , Dark Ice,8 , 7.5,23,760
Final,2018-07-27,Chateau D’Aulne , Las Plantas,11 , 7.5,23,761
Final,2018-07-28,Chateau D’Aulne , Las Plantas,0,0,23,762
Final,2018-07-29,Antelope , Marquard Media,7 , 8,23,763
Qualifying,2018-07-08,Island House , Faraway,8 , 7,24,764
Qualifying,2018-07-12,Faraway , Postage Stamp Farm,8 , 12,24,765
Qualifying,2018-07-12,Island House , Huntsman,8 , 13,24,766
Qualifying,2018-07-15,Island House , Postage Stamp Farm,10 , 13,24,767
Qualifying,2018-07-16,Huntsman , Faraway,14 , 10,24,768
Qualifying,2018-07-19,Huntsman , Postage Stamp Farm,12 , 9,24,769
Qualifying,2018-07-21,Faraway , Island House,0,0,24,770
Qualifying,2018-07-22,Postage Stamp Farm , Huntsman,8 , 10,24,771
Subsidiary Final,2018-07-08,Island House , Faraway,8 , 7,24,772
Subsidiary Final,2018-07-12,Faraway , Postage Stamp Farm,8 , 12,24,773
Subsidiary Final,2018-07-12,Island House , Huntsman,8 , 13,24,774
Subsidiary Final,2018-07-15,Island House , Postage Stamp Farm,10 , 13,24,775
Subsidiary Final,2018-07-16,Huntsman , Faraway,14 , 10,24,776
Subsidiary Final,2018-07-19,Huntsman , Postage Stamp Farm,12 , 9,24,777
Subsidiary Final,2018-07-21,Faraway , Island House,0,0,24,778
Subsidiary Final,2018-07-22,Postage Stamp Farm , Huntsman,8 , 10,24,779
Final,2018-07-08,Island House , Faraway,8 , 7,24,780
Final,2018-07-12,Faraway , Postage Stamp Farm,8 , 12,24,781
Final,2018-07-12,Island House , Huntsman,8 , 13,24,782
Final,2018-07-15,Island House , Postage Stamp Farm,10 , 13,24,783
Final,2018-07-16,Huntsman , Faraway,14 , 10,24,784
Final,2018-07-19,Huntsman , Postage Stamp Farm,12 , 9,24,785
Final,2018-07-21,Faraway , Island House,0,0,24,786
Final,2018-07-22,Postage Stamp Farm , Huntsman,8 , 10,24,787
Quinto Puesto Low-Goal League,2018-07-08,Les Jollies Files , Hato,5 , 3,25,788
Quinto Puesto Low-Goal League,2018-07-08,La Tana Polo , Bolle,4 , 1,25,789
Quinto Puesto Low-Goal League,2018-07-08,Polo Park Zurich , Nespresso,6.5 , 1,25,790
Quinto Puesto Low-Goal League,2018-07-08,La Mer , Laurent Perrier,8 , 7,25,791
Tercer Puesto Low-Goal League,2018-07-08,Les Jollies Files , Hato,5 , 3,25,792
Tercer Puesto Low-Goal League,2018-07-08,La Tana Polo , Bolle,4 , 1,25,793
Tercer Puesto Low-Goal League,2018-07-08,Polo Park Zurich , Nespresso,6.5 , 1,25,794
Tercer Puesto Low-Goal League,2018-07-08,La Mer , Laurent Perrier,8 , 7,25,795
FINAL LOW-GOAL LEAGUE,2018-07-08,Les Jollies Files , Hato,5 , 3,25,796
FINAL LOW-GOAL LEAGUE,2018-07-08,La Tana Polo , Bolle,4 , 1,25,797
FINAL LOW-GOAL LEAGUE,2018-07-08,Polo Park Zurich , Nespresso,6.5 , 1,25,798
FINAL LOW-GOAL LEAGUE,2018-07-08,La Mer , Laurent Perrier,8 , 7,25,799
FINAL MEDIUM-GOAL,2018-07-08,Les Jollies Files , Hato,5 , 3,25,800
FINAL MEDIUM-GOAL,2018-07-08,La Tana Polo , Bolle,4 , 1,25,801
FINAL MEDIUM-GOAL,2018-07-08,Polo Park Zurich , Nespresso,6.5 , 1,25,802
FINAL MEDIUM-GOAL,2018-07-08,La Mer , Laurent Perrier,8 , 7,25,803
Qualifying,2018-07-07,Island House , White Birch,10 , 9,26,804
Qualifying,2018-07-09,IGEA , White Birch,7 , 9,26,805
Qualifying,2018-07-13,White Birch , Vanlith Ranch,11 , 4,26,806
Qualifying,2018-07-13,La California , Island House,10 , 13,26,807
Qualifying,2018-07-20,Island House , Vanlith Ranch,11 , 8,26,808
Qualifying,2018-07-25,La California , White Birch,0,0,26,809
Qualifying,2018-07-27,IGEA , Island House,6 , 5,26,810
Qualifying,2018-07-27,Vanlith Ranch , La California,0,0,26,811
Qualifying,2018-07-28,IGEA , Vanlith Ranch,0,0,26,812
Qualifying,2018-08-05,IGEA , Vanlith Ranch,0,0,26,813
Finals ,2018-07-07,Island House , White Birch,10 , 9,26,814
Finals ,2018-07-09,IGEA , White Birch,7 , 9,26,815
Finals ,2018-07-13,White Birch , Vanlith Ranch,11 , 4,26,816
Finals ,2018-07-13,La California , Island House,10 , 13,26,817
Finals ,2018-07-20,Island House , Vanlith Ranch,11 , 8,26,818
Finals ,2018-07-25,La California , White Birch,0,0,26,819
Finals ,2018-07-27,IGEA , Island House,6 , 5,26,820
Finals ,2018-07-27,Vanlith Ranch , La California,0,0,26,821
Finals ,2018-07-28,IGEA , Vanlith Ranch,0,0,26,822
Finals ,2018-08-05,IGEA , Vanlith Ranch,0,0,26,823
Qualyfication,2018-07-05,Standard , RedCharmBlack,7 , 6,27,824
Qualyfication,2018-07-05,Sainte Mesme , Safir,4 , 7,27,825
Qualyfication,2018-07-07,Sainte Mesme , Standard,5 , 4,27,826
Qualyfication,2018-07-07,Safir , RedCharmBlack,6 , 4,27,827
Qualyfication,2018-07-08,Sainte Mesme , RedCharmBlack,6 , 6,27,828
Qualyfication,2018-07-08,Safir , Standard,8 , 7,27,829
Subsidiary Final,2018-07-05,Standard , RedCharmBlack,7 , 6,27,830
Subsidiary Final,2018-07-05,Sainte Mesme , Safir,4 , 7,27,831
Subsidiary Final,2018-07-07,Sainte Mesme , Standard,5 , 4,27,832
Subsidiary Final,2018-07-07,Safir , RedCharmBlack,6 , 4,27,833
Subsidiary Final,2018-07-08,Sainte Mesme , RedCharmBlack,6 , 6,27,834
Subsidiary Final,2018-07-08,Safir , Standard,8 , 7,27,835
Final,2018-07-05,Standard , RedCharmBlack,7 , 6,27,836
Final,2018-07-05,Sainte Mesme , Safir,4 , 7,27,837
Final,2018-07-07,Sainte Mesme , Standard,5 , 4,27,838
Final,2018-07-07,Safir , RedCharmBlack,6 , 4,27,839
Final,2018-07-08,Sainte Mesme , RedCharmBlack,6 , 6,27,840
Final,2018-07-08,Safir , Standard,8 , 7,27,841
Qualifying,2018-07-05,Chateau D’Aulne/Pinguinos , Marquard Media,7 , 8,28,842
Qualifying,2018-07-07,Saint-Tropez Polo Team , Antelope,9.5 , 10,28,843
Qualifying,2018-07-07,VT Wealth Management , Chateau D’Aulne/Pinguinos,11 , 5,28,844
Qualifying,2018-07-08,VT Wealth Management , Marquard Media,6 , 8,28,845
Qualifying,2018-07-10,Saint-Tropez Polo Team , Marquard Media,7.5 , 12,28,846
Qualifying,2018-07-10,Antelope , Chateau D’Aulne/Pinguinos,10 , 9,28,847
Qualifying,2018-07-11,VT Wealth Management , Saint-Tropez Polo Team,11 , 10.5,28,848
Qualifying,2018-07-12,Marquard Media , Antelope,9 , 6,28,849
Qualifying,2018-07-13,Chateau D’Aulne/Pinguinos , Saint-Tropez Polo Team,12 , 7.5,28,850
Qualifying,2018-07-13,Antelope , VT Wealth Management,6 , 10,28,851
Qualifying,2018-07-15,Chateau D’Aulne/Pinguinos , Saint-Tropez Polo Team,8 , 11.5,28,852
Qualifying,2018-07-15,Marquard Media , VT Wealth Management,10 , 14,28,853
3rd Place,2018-07-05,Chateau D’Aulne/Pinguinos , Marquard Media,7 , 8,28,854
3rd Place,2018-07-07,Saint-Tropez Polo Team , Antelope,9.5 , 10,28,855
3rd Place,2018-07-07,VT Wealth Management , Chateau D’Aulne/Pinguinos,11 , 5,28,856
3rd Place,2018-07-08,VT Wealth Management , Marquard Media,6 , 8,28,857
3rd Place,2018-07-10,Saint-Tropez Polo Team , Marquard Media,7.5 , 12,28,858
3rd Place,2018-07-10,Antelope , Chateau D’Aulne/Pinguinos,10 , 9,28,859
3rd Place,2018-07-11,VT Wealth Management , Saint-Tropez Polo Team,11 , 10.5,28,860
3rd Place,2018-07-12,Marquard Media , Antelope,9 , 6,28,861
3rd Place,2018-07-13,Chateau D’Aulne/Pinguinos , Saint-Tropez Polo Team,12 , 7.5,28,862
3rd Place,2018-07-13,Antelope , VT Wealth Management,6 , 10,28,863
3rd Place,2018-07-15,Chateau D’Aulne/Pinguinos , Saint-Tropez Polo Team,8 , 11.5,28,864
3rd Place,2018-07-15,Marquard Media , VT Wealth Management,10 , 14,28,865
Final,2018-07-05,Chateau D’Aulne/Pinguinos , Marquard Media,7 , 8,28,866
Final,2018-07-07,Saint-Tropez Polo Team , Antelope,9.5 , 10,28,867
Final,2018-07-07,VT Wealth Management , Chateau D’Aulne/Pinguinos,11 , 5,28,868
Final,2018-07-08,VT Wealth Management , Marquard Media,6 , 8,28,869
Final,2018-07-10,Saint-Tropez Polo Team , Marquard Media,7.5 , 12,28,870
Final,2018-07-10,Antelope , Chateau D’Aulne/Pinguinos,10 , 9,28,871
Final,2018-07-11,VT Wealth Management , Saint-Tropez Polo Team,11 , 10.5,28,872
Final,2018-07-12,Marquard Media , Antelope,9 , 6,28,873
Final,2018-07-13,Chateau D’Aulne/Pinguinos , Saint-Tropez Polo Team,12 , 7.5,28,874
Final,2018-07-13,Antelope , VT Wealth Management,6 , 10,28,875
Final,2018-07-15,Chateau D’Aulne/Pinguinos , Saint-Tropez Polo Team,8 , 11.5,28,876
Final,2018-07-15,Marquard Media , VT Wealth Management,10 , 14,28,877
Qualifying,2018-07-05,Dark Ice , Evviva Saint Moritz,3.5 , 6,29,878
Qualifying,2018-07-06,Antelope , La Calera,5 , 4,29,879
Qualifying,2018-07-07,Battistoni , Evviva Saint Moritz,6 , 2,29,880
Qualifying,2018-07-08,Dark Ice , La Calera,9.5 , 6,29,881
Qualifying,2018-07-09,Battistoni , Antelope,5 , 3,29,882
Qualifying,2018-07-11,La Calera , Battistoni,3 , 4,29,883
Qualifying,2018-07-11,Antelope , Dark Ice,9 , 3.5,29,884
Qualifying,2018-07-12,Evviva Saint Moritz , La Calera,9 , 8,29,885
Qualifying,2018-07-13,Dark Ice , Battistoni,6.5 , 7,29,886
Qualifying,2018-07-14,Antelope , Evviva Saint Moritz,13 , 6,29,887
Qualifying,2018-07-15,Antelope , Battistoni,8 , 7,29,888
Final,2018-07-05,Dark Ice , Evviva Saint Moritz,3.5 , 6,29,889
Final,2018-07-06,Antelope , La Calera,5 , 4,29,890
Final,2018-07-07,Battistoni , Evviva Saint Moritz,6 , 2,29,891
Final,2018-07-08,Dark Ice , La Calera,9.5 , 6,29,892
Final,2018-07-09,Battistoni , Antelope,5 , 3,29,893
Final,2018-07-11,La Calera , Battistoni,3 , 4,29,894
Final,2018-07-11,Antelope , Dark Ice,9 , 3.5,29,895
Final,2018-07-12,Evviva Saint Moritz , La Calera,9 , 8,29,896
Final,2018-07-13,Dark Ice , Battistoni,6.5 , 7,29,897
Final,2018-07-14,Antelope , Evviva Saint Moritz,13 , 6,29,898
Final,2018-07-15,Antelope , Battistoni,8 , 7,29,899
Qualifying,2018-06-29,La Bandada , Maple Leaf,7 , 3,30,900
Qualifying,2018-06-29,Matryoshka Polo Team , Dark Ice/Charriol,8 , 6,30,901
Qualifying,2018-06-30,La Bandada , Dark Ice/Charriol,7 , 4,30,902
Qualifying,2018-06-30,Maple Leaf , Matryoshka Polo Team,6 , 4,30,903
Qualifying,2018-07-01,La Bandada , Maple Leaf,9 , 4,30,904
Finals,2018-06-29,La Bandada , Maple Leaf,7 , 3,30,905
Finals,2018-06-29,Matryoshka Polo Team , Dark Ice/Charriol,8 , 6,30,906
Finals,2018-06-30,La Bandada , Dark Ice/Charriol,7 , 4,30,907
Finals,2018-06-30,Maple Leaf , Matryoshka Polo Team,6 , 4,30,908
Finals,2018-07-01,La Bandada , Maple Leaf,9 , 4,30,909
Qualifying,2018-06-23,Island House , Huntsman,6 , 9,31,910
Qualifying,2018-06-26,White Birch , Postage Stamp Farm,13 , 7,31,911
Qualifying,2018-06-30,White Birch , Island House,9 , 7,31,912
Qualifying,2018-07-02,Island House , Postage Stamp Farm,9 , 11,31,913
Qualifying,2018-07-02,White Birch , Huntsman,8 , 7,31,914
Qualifying,2018-07-06,Postage Stamp Farm , Island House,0,0,31,915
Qualifying,2018-07-06,White Birch , Huntsman,8 , 9,31,916
Subsidiary Final - TBA delayed due to rain,2018-06-23,Island House , Huntsman,6 , 9,31,917
Subsidiary Final - TBA delayed due to rain,2018-06-26,White Birch , Postage Stamp Farm,13 , 7,31,918
Subsidiary Final - TBA delayed due to rain,2018-06-30,White Birch , Island House,9 , 7,31,919
Subsidiary Final - TBA delayed due to rain,2018-07-02,Island House , Postage Stamp Farm,9 , 11,31,920
Subsidiary Final - TBA delayed due to rain,2018-07-02,White Birch , Huntsman,8 , 7,31,921
Subsidiary Final - TBA delayed due to rain,2018-07-06,Postage Stamp Farm , Island House,0,0,31,922
Subsidiary Final - TBA delayed due to rain,2018-07-06,White Birch , Huntsman,8 , 9,31,923
Final - TBA delayed due to rain,2018-06-23,Island House , Huntsman,6 , 9,31,924
Final - TBA delayed due to rain,2018-06-26,White Birch , Postage Stamp Farm,13 , 7,31,925
Final - TBA delayed due to rain,2018-06-30,White Birch , Island House,9 , 7,31,926
Final - TBA delayed due to rain,2018-07-02,Island House , Postage Stamp Farm,9 , 11,31,927
Final - TBA delayed due to rain,2018-07-02,White Birch , Huntsman,8 , 7,31,928
Final - TBA delayed due to rain,2018-07-06,Postage Stamp Farm , Island House,0,0,31,929
Final - TBA delayed due to rain,2018-07-06,White Birch , Huntsman,8 , 9,31,930
Qualifications,2018-06-26,La Indiana , Alfi Investments,10 , 9,32,931
Qualifications,2018-06-26,Valiente , Emlor,16 , 10,32,932
Qualifications,2018-06-27,Thai Polo , El Remanso,8 , 19,32,933
Qualifications,2018-06-28,Talandracas , Murus Sanctus,11 , 7,32,934
Qualifications,2018-06-28,Park Place , Monterosso,10 , 6,32,935
Qualifications,2018-06-30,La Bamba de Areco , RH Polo,13 , 9,32,936
Qualifications,2018-07-01,Thai Polo , Emlor,9 , 13,32,937
Qualifications,2018-07-01,Valiente , La Indiana,16 , 15,32,938
Qualifications,2018-07-02,Alfi Investments , El Remanso,8 , 11,32,939
Qualifications,2018-07-03,RH Polo , Murus Sanctus,9 , 10,32,940
Qualifications,2018-07-04,Talandracas , Monterosso,7 , 12,32,941
Qualifications,2018-07-04,Park Place , La Bamba de Areco,11 , 10,32,942
Qualifications,2018-07-05,Emlor , Alfi Investments,9 , 12,32,943
Qualifications,2018-07-06,Valiente , El Remanso,7 , 11,32,944
Qualifications,2018-07-06,Thai Polo , La Indiana,11 , 15,32,945
Qualifications,2018-07-07,Park Place , Murus Sanctus,11 , 9,32,946
Qualifications,2018-07-08,La Bamba de Areco , Talandracas,17 , 6,32,947
Qualifications,2018-07-08,RH Polo , Monterosso,9 , 8,32,948
Qualifications,2018-07-10,Murus Sanctus , Alfi Investments,14 , 15,32,949
Qualifications,2018-07-11,RH Polo , Emlor,12 , 10,32,950
Qualifications,2018-07-11,Monterosso , Thai Polo,11 , 7,32,951
Qualifications,2018-07-11,La Indiana , Talandracas,13 , 14,32,952
Qualifications,2018-07-14,Park Place , RH Polo,11 , 15,32,953
Qualifications,2018-07-14,El Remanso , Alfi Investments,16 , 11,32,954
Qualifications,2018-07-15,La Bamba de Areco , Talandracas,10 , 8,32,955
Qualifications,2018-07-15,Valiente , La Indiana,8 , 13,32,956
Qualifications,2018-07-18,El Remanso , La Indiana,14 , 13,32,957
Qualifications,2018-07-18,La Bamba de Areco , RH Polo,10 , 9,32,958
Qualifications,2018-07-22,La Bamba de Areco , El Remanso,12 , 13,32,959
Quarterfinals,2018-06-26,La Indiana , Alfi Investments,10 , 9,32,960
Quarterfinals,2018-06-26,Valiente , Emlor,16 , 10,32,961
Quarterfinals,2018-06-27,Thai Polo , El Remanso,8 , 19,32,962
Quarterfinals,2018-06-28,Talandracas , Murus Sanctus,11 , 7,32,963
Quarterfinals,2018-06-28,Park Place , Monterosso,10 , 6,32,964
Quarterfinals,2018-06-30,La Bamba de Areco , RH Polo,13 , 9,32,965
Quarterfinals,2018-07-01,Thai Polo , Emlor,9 , 13,32,966
Quarterfinals,2018-07-01,Valiente , La Indiana,16 , 15,32,967
Quarterfinals,2018-07-02,Alfi Investments , El Remanso,8 , 11,32,968
Quarterfinals,2018-07-03,RH Polo , Murus Sanctus,9 , 10,32,969
Quarterfinals,2018-07-04,Talandracas , Monterosso,7 , 12,32,970
Quarterfinals,2018-07-04,Park Place , La Bamba de Areco,11 , 10,32,971
Quarterfinals,2018-07-05,Emlor , Alfi Investments,9 , 12,32,972
Quarterfinals,2018-07-06,Valiente , El Remanso,7 , 11,32,973
Quarterfinals,2018-07-06,Thai Polo , La Indiana,11 , 15,32,974
Quarterfinals,2018-07-07,Park Place , Murus Sanctus,11 , 9,32,975
Quarterfinals,2018-07-08,La Bamba de Areco , Talandracas,17 , 6,32,976
Quarterfinals,2018-07-08,RH Polo , Monterosso,9 , 8,32,977
Quarterfinals,2018-07-10,Murus Sanctus , Alfi Investments,14 , 15,32,978
Quarterfinals,2018-07-11,RH Polo , Emlor,12 , 10,32,979
Quarterfinals,2018-07-11,Monterosso , Thai Polo,11 , 7,32,980
Quarterfinals,2018-07-11,La Indiana , Talandracas,13 , 14,32,981
Quarterfinals,2018-07-14,Park Place , RH Polo,11 , 15,32,982
Quarterfinals,2018-07-14,El Remanso , Alfi Investments,16 , 11,32,983
Quarterfinals,2018-07-15,La Bamba de Areco , Talandracas,10 , 8,32,984
Quarterfinals,2018-07-15,Valiente , La Indiana,8 , 13,32,985
Quarterfinals,2018-07-18,El Remanso , La Indiana,14 , 13,32,986
Quarterfinals,2018-07-18,La Bamba de Areco , RH Polo,10 , 9,32,987
Quarterfinals,2018-07-22,La Bamba de Areco , El Remanso,12 , 13,32,988
Semifinals,2018-06-26,La Indiana , Alfi Investments,10 , 9,32,989
Semifinals,2018-06-26,Valiente , Emlor,16 , 10,32,990
Semifinals,2018-06-27,Thai Polo , El Remanso,8 , 19,32,991
Semifinals,2018-06-28,Talandracas , Murus Sanctus,11 , 7,32,992
Semifinals,2018-06-28,Park Place , Monterosso,10 , 6,32,993
Semifinals,2018-06-30,La Bamba de Areco , RH Polo,13 , 9,32,994
Semifinals,2018-07-01,Thai Polo , Emlor,9 , 13,32,995
Semifinals,2018-07-01,Valiente , La Indiana,16 , 15,32,996
Semifinals,2018-07-02,Alfi Investments , El Remanso,8 , 11,32,997
Semifinals,2018-07-03,RH Polo , Murus Sanctus,9 , 10,32,998
Semifinals,2018-07-04,Talandracas , Monterosso,7 , 12,32,999
Semifinals,2018-07-04,Park Place , La Bamba de Areco,11 , 10,32,1000
Semifinals,2018-07-05,Emlor , Alfi Investments,9 , 12,32,1001
Semifinals,2018-07-06,Valiente , El Remanso,7 , 11,32,1002
Semifinals,2018-07-06,Thai Polo , La Indiana,11 , 15,32,1003
Semifinals,2018-07-07,Park Place , Murus Sanctus,11 , 9,32,1004
Semifinals,2018-07-08,La Bamba de Areco , Talandracas,17 , 6,32,1005
Semifinals,2018-07-08,RH Polo , Monterosso,9 , 8,32,1006
Semifinals,2018-07-10,Murus Sanctus , Alfi Investments,14 , 15,32,1007
Semifinals,2018-07-11,RH Polo , Emlor,12 , 10,32,1008
Semifinals,2018-07-11,Monterosso , Thai Polo,11 , 7,32,1009
Semifinals,2018-07-11,La Indiana , Talandracas,13 , 14,32,1010
Semifinals,2018-07-14,Park Place , RH Polo,11 , 15,32,1011
Semifinals,2018-07-14,El Remanso , Alfi Investments,16 , 11,32,1012
Semifinals,2018-07-15,La Bamba de Areco , Talandracas,10 , 8,32,1013
Semifinals,2018-07-15,Valiente , La Indiana,8 , 13,32,1014
Semifinals,2018-07-18,El Remanso , La Indiana,14 , 13,32,1015
Semifinals,2018-07-18,La Bamba de Areco , RH Polo,10 , 9,32,1016
Semifinals,2018-07-22,La Bamba de Areco , El Remanso,12 , 13,32,1017
Final,2018-06-26,La Indiana , Alfi Investments,10 , 9,32,1018
Final,2018-06-26,Valiente , Emlor,16 , 10,32,1019
Final,2018-06-27,Thai Polo , El Remanso,8 , 19,32,1020
Final,2018-06-28,Talandracas , Murus Sanctus,11 , 7,32,1021
Final,2018-06-28,Park Place , Monterosso,10 , 6,32,1022
Final,2018-06-30,La Bamba de Areco , RH Polo,13 , 9,32,1023
Final,2018-07-01,Thai Polo , Emlor,9 , 13,32,1024
Final,2018-07-01,Valiente , La Indiana,16 , 15,32,1025
Final,2018-07-02,Alfi Investments , El Remanso,8 , 11,32,1026
Final,2018-07-03,RH Polo , Murus Sanctus,9 , 10,32,1027
Final,2018-07-04,Talandracas , Monterosso,7 , 12,32,1028
Final,2018-07-04,Park Place , La Bamba de Areco,11 , 10,32,1029
Final,2018-07-05,Emlor , Alfi Investments,9 , 12,32,1030
Final,2018-07-06,Valiente , El Remanso,7 , 11,32,1031
Final,2018-07-06,Thai Polo , La Indiana,11 , 15,32,1032
Final,2018-07-07,Park Place , Murus Sanctus,11 , 9,32,1033
Final,2018-07-08,La Bamba de Areco , Talandracas,17 , 6,32,1034
Final,2018-07-08,RH Polo , Monterosso,9 , 8,32,1035
Final,2018-07-10,Murus Sanctus , Alfi Investments,14 , 15,32,1036
Final,2018-07-11,RH Polo , Emlor,12 , 10,32,1037
Final,2018-07-11,Monterosso , Thai Polo,11 , 7,32,1038
Final,2018-07-11,La Indiana , Talandracas,13 , 14,32,1039
Final,2018-07-14,Park Place , RH Polo,11 , 15,32,1040
Final,2018-07-14,El Remanso , Alfi Investments,16 , 11,32,1041
Final,2018-07-15,La Bamba de Areco , Talandracas,10 , 8,32,1042
Final,2018-07-15,Valiente , La Indiana,8 , 13,32,1043
Final,2018-07-18,El Remanso , La Indiana,14 , 13,32,1044
Final,2018-07-18,La Bamba de Areco , RH Polo,10 , 9,32,1045
Final,2018-07-22,La Bamba de Areco , El Remanso,12 , 13,32,1046
Qualifications,2018-06-09,Sainte Mesme , Red Falcon,3 , 4,33,1047
Qualifications,2018-06-09,Kazak Outsiders , Santa Clara,8 , 7,33,1048
Qualifications,2018-06-09,Le Pommeray , La Concepcion Polo,4 , 9,33,1049
Qualifications,2018-06-10,Kazak Outsiders , Sainte Mesme,4 , 9,33,1050
Qualifications,2018-06-10,Le Pommeray , Red Falcon,11 , 8,33,1051
Qualifications,2018-06-10,La Concepcion Polo , Santa Clara,8 , 4,33,1052
Qualifications,2018-06-16,La Concepcion Polo , Kazak Outsiders,6 , 5,33,1053
Qualifications,2018-06-16,Red Falcon , Santa Clara,8 , 7,33,1054
Qualifications,2018-06-16,Sainte Mesme , Le Pommeray,9 , 4,33,1055
Qualifications,2018-06-17,Sainte Mesme , La Concepcion Polo,5 , 6,33,1056
Qualifications,2018-06-17,Santa Clara , Le Pommeray,7 , 11,33,1057
Qualifications,2018-06-17,Red Falcon , Kazak Outsiders,8 , 11,33,1058
Qualifications,2018-06-23,La Concepcion Polo , Red Falcon,6 , 8,33,1059
Qualifications,2018-06-23,Le Pommeray , Kazak Outsiders,7 , 6,33,1060
Qualifications,2018-06-23,Sainte Mesme , Santa Clara,8 , 5,33,1061
Qualifications,2018-06-24,La Concepcion Polo , Sainte Mesme,4 , 7,33,1062
Final,2018-06-09,Sainte Mesme , Red Falcon,3 , 4,33,1063
Final,2018-06-09,Kazak Outsiders , Santa Clara,8 , 7,33,1064
Final,2018-06-09,Le Pommeray , La Concepcion Polo,4 , 9,33,1065
Final,2018-06-10,Kazak Outsiders , Sainte Mesme,4 , 9,33,1066
Final,2018-06-10,Le Pommeray , Red Falcon,11 , 8,33,1067
Final,2018-06-10,La Concepcion Polo , Santa Clara,8 , 4,33,1068
Final,2018-06-16,La Concepcion Polo , Kazak Outsiders,6 , 5,33,1069
Final,2018-06-16,Red Falcon , Santa Clara,8 , 7,33,1070
Final,2018-06-16,Sainte Mesme , Le Pommeray,9 , 4,33,1071
Final,2018-06-17,Sainte Mesme , La Concepcion Polo,5 , 6,33,1072
Final,2018-06-17,Santa Clara , Le Pommeray,7 , 11,33,1073
Final,2018-06-17,Red Falcon , Kazak Outsiders,8 , 11,33,1074
Final,2018-06-23,La Concepcion Polo , Red Falcon,6 , 8,33,1075
Final,2018-06-23,Le Pommeray , Kazak Outsiders,7 , 6,33,1076
Final,2018-06-23,Sainte Mesme , Santa Clara,8 , 5,33,1077
Final,2018-06-24,La Concepcion Polo , Sainte Mesme,4 , 7,33,1078
Qualification,2018-06-05,Park Place ,Twelve Oaks Emlor,10 , 5.5,34,1079
Qualification,2018-06-05,Bardon ,King Power,9 , 10,34,1080
Qualification,2018-06-05,EFG Aravali,HB Glebe Farm,5 , 9,34,1081
Qualification,2018-06-05,Emlor ,Kildare,10 , 8,34,1082
Qualification,2018-06-07,Emlor , Ferne Park,11 , 10,34,1083
Qualification,2018-06-07,King Power,Talacrest,9 , 5,34,1084
Qualification,2018-06-07,Armis Snake Bite,Bridge House of Twyford,8 , 3,34,1085
Qualification,2018-06-07,El Remanso , VPS Healthcare Sifani,8 , 7,34,1086
Qualification,2018-06-07,Four Quarters Black ,HB La Forge,6 , 8,34,1087
Qualification,2018-06-07,La Dolfina,Shalimar,7 , 5,34,1088
Qualification,2018-06-08,Bucks Polo,Mad Dogs,4.5 , 9,34,1089
Qualification,2018-06-09,HB Glebe Farm,Talacrest,10 , 7,34,1090
Qualification,2018-06-09,Leander,Kildare,8 , 7,34,1091
Qualification,2018-06-09,El Remanso , Four Quarters Black,8 , 9,34,1092
Qualification,2018-06-10,Leander,UAE,8 , 6,34,1093
Qualification,2018-06-12,La Dolfina, VPS Healthcare Sifani,8 , 5,34,1094
Qualification,2018-06-12,Armis Snake Bite,Mad Dogs,7 , 6,34,1095
Qualification,2018-06-12,Ferne Park ,Four Quarters Orange,7 , 6,34,1096
Qualification,2018-06-12,Bardon ,Talacrest,7 , 4,34,1097
Qualification,2018-06-12,EFG Aravali,King Power,4 , 10,34,1098
Qualification,2018-06-12,Bridge House of Twyford, Park Place,4 , 6,34,1099
Qualification,2018-06-13,Bucks Polo/Polo Performance,Twelve Oaks Emlor,5.5 , 12,34,1100
Qualification,2018-06-14,EFG Aravali,Talacrest,9 , 4,34,1101
Qualification,2018-06-14,Bardon ,HB Glebe Farm,7 , 9,34,1102
Qualification,2018-06-14,Four Quarters Orange,Kildare,6 , 7,34,1103
Qualification,2018-06-14,HB La Forge,Shalimar,6 , 7,34,1104
Qualification,2018-06-14,Emlor ,UAE,7 , 8,34,1105
Qualification,2018-06-15,Mad Dogs, Park Place,4 , 7,34,1106
Qualification,2018-06-15,Armis Snake Bite,Twelve Oaks Emlor,10 , 9,34,1107
Qualification,2018-06-15,Bridge House of Twyford,Bucks Polo,7 , 12.5,34,1108
